Year,state_code,Gender,Industry,Values
2019,AR,Male,Construction,60450
2019,AZ,Male,Construction,153176
2019,CA,Male,Construction,797713
2019,CO,Male,Construction,164187
2019,CT,Male,Construction,72905
2019,DC,Male,Construction,6758
2019,DE,Male,Construction,23039
2019,FL,Male,Construction,504883
2019,GA,Male,Construction,228796
2019,HI,Male,Construction,34526
2019,IA,Male,Construction,74950
2019,ID,Male,Construction,42693
2019,IL,Male,Construction,219765
2019,IN,Male,Construction,129958
2019,KS,Male,Construction,64953
2019,KY,Male,Construction,80805
2019,LA,Male,Construction,116201
2019,MA,Male,Construction,141792
2019,MD,Male,Construction,153879
2019,ME,Male,Construction,31769
2019,MI,Male,Construction,162179
2019,MN,Male,Construction,119567
2019,MO,Male,Construction,127740
2019,MS,Male,Construction,58063
2019,MT,Male,Construction,27836
2019,NC,Male,Construction,231653
2019,ND,Male,Construction,20503
2019,NE,Male,Construction,50868
2019,NH,Male,Construction,35067
2019,NJ,Male,Construction,183962
2019,NM,Male,Construction,44882
2019,NV,Male,Construction,68345
2019,NY,Male,Construction,374534
2019,OH,Male,Construction,201123
2019,OK,Male,Construction,88775
2019,OR,Male,Construction,80538
2019,PA,Male,Construction,247503
2019,PR,Male,Construction,30658
2019,RI,Male,Construction,19268
2019,SC,Male,Construction,109473
2019,SD,Male,Construction,21611
2019,TN,Male,Construction,141374
2019,TX,Male,Construction,830236
2019,UT,Male,Construction,78365
2019,VA,Male,Construction,190986
2019,VT,Male,Construction,14873
2019,WA,Male,Construction,161271
2019,WI,Male,Construction,118557
2019,WV,Male,Construction,32473
2019,WY,Male,Construction,14314
2020,AK,Male,Construction,12927
2020,AL,Male,Construction,100788
2020,AR,Male,Construction,64859
2020,AZ,Male,Construction,161799
2020,CA,Male,Construction,813212
2020,CO,Male,Construction,164550
2020,CT,Male,Construction,74407
2020,DC,Male,Construction,6499
2020,DE,Male,Construction,22678
2020,FL,Male,Construction,529517
2020,GA,Male,Construction,232559
2020,HI,Male,Construction,33035
2020,IA,Male,Construction,74874
2020,ID,Male,Construction,46200
2020,IL,Male,Construction,224095
2020,IN,Male,Construction,134452
2020,KS,Male,Construction,65005
2020,KY,Male,Construction,82923
2020,LA,Male,Construction,113325
2020,MA,Male,Construction,142700
2020,MD,Male,Construction,157859
2020,ME,Male,Construction,32649
2020,MI,Male,Construction,166606
2020,MN,Male,Construction,120054
2020,MO,Male,Construction,130874
2020,MS,Male,Construction,59208
2020,MT,Male,Construction,27990
2020,NC,Male,Construction,235073
2020,ND,Male,Construction,19879
2020,NE,Male,Construction,50407
2020,NH,Male,Construction,35778
2020,NJ,Male,Construction,183169
2020,NM,Male,Construction,46633
2020,NV,Male,Construction,72066
2020,NY,Male,Construction,367360
2020,OH,Male,Construction,208865
2020,OK,Male,Construction,89897
2020,OR,Male,Construction,87345
2020,PA,Male,Construction,253266
2020,PR,Male,Construction,31028
2020,RI,Male,Construction,22051
2020,SC,Male,Construction,112696
2020,SD,Male,Construction,21539
2020,TN,Male,Construction,146984
2020,TX,Male,Construction,837591
2020,UT,Male,Construction,80666
2020,VA,Male,Construction,192027
2020,VT,Male,Construction,15386
2020,WA,Male,Construction,167712
2020,WI,Male,Construction,120723
2020,WV,Male,Construction,33290
2020,WY,Male,Construction,13718
2021,AK,Male,Construction,12777
2021,AL,Male,Construction,106372
2021,AR,Male,Construction,67211
2021,AZ,Male,Construction,166363
2021,CA,Male,Construction,844428
2021,CO,Male,Construction,166683
2021,CT,Male,Construction,75590
2021,DC,Male,Construction,5790
2021,DE,Male,Construction,22683
2021,FL,Male,Construction,549051
2021,GA,Male,Construction,239630
2021,HI,Male,Construction,32923
2021,IA,Male,Construction,76981
2021,ID,Male,Construction,49260
2021,IL,Male,Construction,224772
2021,IN,Male,Construction,139126
2021,KS,Male,Construction,64937
2021,KY,Male,Construction,83692
2021,LA,Male,Construction,112658
2021,MA,Male,Construction,146112
2021,MD,Male,Construction,162992
2021,ME,Male,Construction,34108
2021,MI,Male,Construction,167887
2021,MN,Male,Construction,121358
2021,MO,Male,Construction,132795
2021,MS,Male,Construction,61158
2021,MT,Male,Construction,29460
2021,NC,Male,Construction,241055
2021,ND,Male,Construction,20358
2021,NE,Male,Construction,50781
2021,NH,Male,Construction,35459
2021,NJ,Male,Construction,190059
2021,NM,Male,Construction,46685
2021,NV,Male,Construction,75637
2021,NY,Male,Construction,377322
2021,OH,Male,Construction,217486
2021,OK,Male,Construction,88874
2021,OR,Male,Construction,88779
2021,PA,Male,Construction,256561
2021,PR,Male,Construction,31778
2021,RI,Male,Construction,23203
2021,SC,Male,Construction,113650
2021,SD,Male,Construction,20919
2021,TN,Male,Construction,150860
2021,TX,Male,Construction,848005
2021,UT,Male,Construction,88191
2021,VA,Male,Construction,193429
2021,VT,Male,Construction,15935
2021,WA,Male,Construction,172207
2021,WI,Male,Construction,125587
2021,WV,Male,Construction,33235
2021,WY,Male,Construction,13762
2019,AK,Male,Manufacturing,6010
2019,AL,Male,Manufacturing,196927
2019,AR,Male,Manufacturing,112159
2019,AZ,Male,Manufacturing,139417
2019,CA,Male,Manufacturing,1002340
2019,CO,Male,Manufacturing,122759
2019,CT,Male,Manufacturing,117622
2019,DC,Male,Manufacturing,2371
2019,DE,Male,Manufacturing,22421
2019,FL,Male,Manufacturing,293298
2019,GA,Male,Manufacturing,308596
2019,HI,Male,Manufacturing,10857
2019,IA,Male,Manufacturing,154458
2019,ID,Male,Manufacturing,49820
2019,IL,Male,Manufacturing,467434
2019,IN,Male,Manufacturing,386843
2019,KS,Male,Manufacturing,117760
2019,KY,Male,Manufacturing,183538
2019,LA,Male,Manufacturing,110495
2019,MA,Male,Manufacturing,193991
2019,MD,Male,Manufacturing,83832
2019,ME,Male,Manufacturing,40195
2019,MI,Male,Manufacturing,558554
2019,MN,Male,Manufacturing,248837
2019,MO,Male,Manufacturing,212476
2019,MS,Male,Manufacturing,101436
2019,MT,Male,Manufacturing,15826
2019,NC,Male,Manufacturing,352698
2019,ND,Male,Manufacturing,18193
2019,NE,Male,Manufacturing,64642
2019,NH,Male,Manufacturing,58139
2019,NJ,Male,Manufacturing,202668
2019,NM,Male,Manufacturing,22269
2019,NV,Male,Manufacturing,39288
2019,NY,Male,Manufacturing,339397
2019,OH,Male,Manufacturing,554831
2019,OK,Male,Manufacturing,114163
2019,OR,Male,Manufacturing,143612
2019,PA,Male,Manufacturing,468094
2019,PR,Male,Manufacturing,45911
2019,RI,Male,Manufacturing,32952
2019,SC,Male,Manufacturing,195440
2019,SD,Male,Manufacturing,27415
2019,TN,Male,Manufacturing,254264
2019,TX,Male,Manufacturing,738763
2019,UT,Male,Manufacturing,95802
2019,VA,Male,Manufacturing,187933
2019,VT,Male,Manufacturing,20884
2019,WA,Male,Manufacturing,230885
2019,WI,Male,Manufacturing,344326
2019,WV,Male,Manufacturing,40868
2019,WY,Male,Manufacturing,7658
2020,AK,Male,Manufacturing,5819
2020,AL,Male,Manufacturing,196327
2020,AR,Male,Manufacturing,109348
2020,AZ,Male,Manufacturing,144110
2020,CA,Male,Manufacturing,995685
2020,CO,Male,Manufacturing,123999
2020,CT,Male,Manufacturing,117229
2020,DC,Male,Manufacturing,2069
2020,DE,Male,Manufacturing,22057
2020,FL,Male,Manufacturing,301240
2020,GA,Male,Manufacturing,308230
2020,HI,Male,Manufacturing,11125
2020,IA,Male,Manufacturing,151780
2020,ID,Male,Manufacturing,50325
2020,IL,Male,Manufacturing,457032
2020,IN,Male,Manufacturing,380549
2020,KS,Male,Manufacturing,117598
2020,KY,Male,Manufacturing,182389
2020,LA,Male,Manufacturing,110615
2020,MA,Male,Manufacturing,193079
2020,MD,Male,Manufacturing,84351
2020,ME,Male,Manufacturing,39195
2020,MI,Male,Manufacturing,549892
2020,MN,Male,Manufacturing,247629
2020,MO,Male,Manufacturing,210975
2020,MS,Male,Manufacturing,101435
2020,MT,Male,Manufacturing,16799
2020,NC,Male,Manufacturing,346729
2020,ND,Male,Manufacturing,17305
2020,NE,Male,Manufacturing,64589
2020,NH,Male,Manufacturing,58105
2020,NJ,Male,Manufacturing,201097
2020,NM,Male,Manufacturing,22081
2020,NV,Male,Manufacturing,40757
2020,NY,Male,Manufacturing,334740
2020,OH,Male,Manufacturing,542384
2020,OK,Male,Manufacturing,114668
2020,OR,Male,Manufacturing,144503
2020,PA,Male,Manufacturing,461742
2020,PR,Male,Manufacturing,45810
2020,RI,Male,Manufacturing,32948
2020,SC,Male,Manufacturing,193438
2020,SD,Male,Manufacturing,26915
2020,TN,Male,Manufacturing,252118
2020,TX,Male,Manufacturing,744135
2020,UT,Male,Manufacturing,95877
2020,VA,Male,Manufacturing,188768
2020,VT,Male,Manufacturing,20613
2020,WA,Male,Manufacturing,226231
2020,WI,Male,Manufacturing,338350
2020,WV,Male,Manufacturing,41376
2020,WY,Male,Manufacturing,7565
2021,AK,Male,Manufacturing,5999
2021,AL,Male,Manufacturing,199764
2021,AR,Male,Manufacturing,107606
2021,AZ,Male,Manufacturing,148470
2021,CA,Male,Manufacturing,994288
2021,CO,Male,Manufacturing,127362
2021,CT,Male,Manufacturing,118831
2021,DC,Male,Manufacturing,2328
2021,DE,Male,Manufacturing,21557
2021,FL,Male,Manufacturing,309369
2021,GA,Male,Manufacturing,307942
2021,HI,Male,Manufacturing,11234
2021,IA,Male,Manufacturing,153927
2021,ID,Male,Manufacturing,51993
2021,IL,Male,Manufacturing,458780
2021,IN,Male,Manufacturing,379870
2021,KS,Male,Manufacturing,115043
2021,KY,Male,Manufacturing,180273
2021,LA,Male,Manufacturing,108562
2021,MA,Male,Manufacturing,196042
2021,MD,Male,Manufacturing,86369
2021,ME,Male,Manufacturing,39905
2021,MI,Male,Manufacturing,549038
2021,MN,Male,Manufacturing,247348
2021,MO,Male,Manufacturing,212115
2021,MS,Male,Manufacturing,101875
2021,MT,Male,Manufacturing,16277
2021,NC,Male,Manufacturing,346203
2021,ND,Male,Manufacturing,17533
2021,NE,Male,Manufacturing,64993
2021,NH,Male,Manufacturing,58865
2021,NJ,Male,Manufacturing,209089
2021,NM,Male,Manufacturing,22424
2021,NV,Male,Manufacturing,42886
2021,NY,Male,Manufacturing,336431
2021,OH,Male,Manufacturing,540194
2021,OK,Male,Manufacturing,112703
2021,OR,Male,Manufacturing,144284
2021,PA,Male,Manufacturing,466484
2021,PR,Male,Manufacturing,46536
2021,RI,Male,Manufacturing,33963
2021,SC,Male,Manufacturing,191951
2021,SD,Male,Manufacturing,27853
2021,TN,Male,Manufacturing,254776
2021,TX,Male,Manufacturing,757055
2021,UT,Male,Manufacturing,100399
2021,VA,Male,Manufacturing,188660
2021,VT,Male,Manufacturing,20584
2021,WA,Male,Manufacturing,226718
2021,WI,Male,Manufacturing,338492
2021,WV,Male,Manufacturing,41271
2021,WY,Male,Manufacturing,7057
2019,AK,Male,Wholesale trade,4172
2019,AL,Male,Wholesale trade,34686
2019,AR,Male,Wholesale trade,20366
2019,AZ,Male,Wholesale trade,44235
2019,CA,Male,Wholesale trade,297378
2019,CO,Male,Wholesale trade,43620
2019,CT,Male,Wholesale trade,27137
2019,DC,Male,Wholesale trade,1083
2019,DE,Male,Wholesale trade,5392
2019,FL,Male,Wholesale trade,147137
2019,GA,Male,Wholesale trade,79503
2019,HI,Male,Wholesale trade,8406
2019,IA,Male,Wholesale trade,31106
2019,ID,Male,Wholesale trade,13877
2019,IL,Male,Wholesale trade,110926
2019,IN,Male,Wholesale trade,50803
2019,KS,Male,Wholesale trade,25926
2019,KY,Male,Wholesale trade,30156
2019,LA,Male,Wholesale trade,32763
2019,MA,Male,Wholesale trade,46808
2019,MD,Male,Wholesale trade,33465
2019,ME,Male,Wholesale trade,9218
2019,MI,Male,Wholesale trade,67389
2019,MN,Male,Wholesale trade,53080
2019,MO,Male,Wholesale trade,47684
2019,MS,Male,Wholesale trade,18845
2019,MT,Male,Wholesale trade,7819
2019,NC,Male,Wholesale trade,71050
2019,ND,Male,Wholesale trade,10334
2019,NE,Male,Wholesale trade,18758
2019,NH,Male,Wholesale trade,12176
2019,NJ,Male,Wholesale trade,83958
2019,NM,Male,Wholesale trade,10882
2019,NV,Male,Wholesale trade,16565
2019,NY,Male,Wholesale trade,126993
2019,OH,Male,Wholesale trade,90127
2019,OK,Male,Wholesale trade,28433
2019,OR,Male,Wholesale trade,33515
2019,PA,Male,Wholesale trade,102544
2019,PR,Male,Wholesale trade,17141
2019,RI,Male,Wholesale trade,7584
2019,SC,Male,Wholesale trade,33260
2019,SD,Male,Wholesale trade,8647
2019,TN,Male,Wholesale trade,49173
2019,TX,Male,Wholesale trade,235338
2019,UT,Male,Wholesale trade,22299
2019,VA,Male,Wholesale trade,45267
2019,VT,Male,Wholesale trade,4517
2019,WA,Male,Wholesale trade,59259
2019,WI,Male,Wholesale trade,47453
2019,WV,Male,Wholesale trade,11191
2019,WY,Male,Wholesale trade,3539
2020,AK,Male,Wholesale trade,3780
2020,AL,Male,Wholesale trade,33764
2020,AR,Male,Wholesale trade,20287
2020,AZ,Male,Wholesale trade,46258
2020,CA,Male,Wholesale trade,290494
2020,CO,Male,Wholesale trade,42336
2020,CT,Male,Wholesale trade,26065
2020,DC,Male,Wholesale trade,1437
2020,DE,Male,Wholesale trade,5389
2020,FL,Male,Wholesale trade,149641
2020,GA,Male,Wholesale trade,81128
2020,HI,Male,Wholesale trade,7925
2020,IA,Male,Wholesale trade,30944
2020,ID,Male,Wholesale trade,14147
2020,IL,Male,Wholesale trade,106825
2020,IN,Male,Wholesale trade,49530
2020,KS,Male,Wholesale trade,26085
2020,KY,Male,Wholesale trade,30573
2020,LA,Male,Wholesale trade,32889
2020,MA,Male,Wholesale trade,46441
2020,MD,Male,Wholesale trade,33503
2020,ME,Male,Wholesale trade,9281
2020,MI,Male,Wholesale trade,66848
2020,MN,Male,Wholesale trade,52275
2020,MO,Male,Wholesale trade,48353
2020,MS,Male,Wholesale trade,18577
2020,MT,Male,Wholesale trade,7387
2020,NC,Male,Wholesale trade,72315
2020,ND,Male,Wholesale trade,9231
2020,NE,Male,Wholesale trade,17516
2020,NH,Male,Wholesale trade,11884
2020,NJ,Male,Wholesale trade,82273
2020,NM,Male,Wholesale trade,9424
2020,NV,Male,Wholesale trade,17377
2020,NY,Male,Wholesale trade,119276
2020,OH,Male,Wholesale trade,88401
2020,OK,Male,Wholesale trade,28527
2020,OR,Male,Wholesale trade,33102
2020,PA,Male,Wholesale trade,98191
2020,PR,Male,Wholesale trade,17635
2020,RI,Male,Wholesale trade,7011
2020,SC,Male,Wholesale trade,32299
2020,SD,Male,Wholesale trade,8412
2020,TN,Male,Wholesale trade,47784
2020,TX,Male,Wholesale trade,232453
2020,UT,Male,Wholesale trade,22741
2020,VA,Male,Wholesale trade,44443
2020,VT,Male,Wholesale trade,4115
2020,WA,Male,Wholesale trade,58770
2020,WI,Male,Wholesale trade,48910
2020,WV,Male,Wholesale trade,10350
2020,WY,Male,Wholesale trade,3401
2021,AK,Male,Wholesale trade,3264
2021,AL,Male,Wholesale trade,33302
2021,AR,Male,Wholesale trade,20144
2021,AZ,Male,Wholesale trade,45876
2021,CA,Male,Wholesale trade,281113
2021,CO,Male,Wholesale trade,43596
2021,CT,Male,Wholesale trade,24945
2021,DC,Male,Wholesale trade,1405
2021,DE,Male,Wholesale trade,5080
2021,FL,Male,Wholesale trade,149762
2021,GA,Male,Wholesale trade,81360
2021,HI,Male,Wholesale trade,7847
2021,IA,Male,Wholesale trade,30243
2021,ID,Male,Wholesale trade,14802
2021,IL,Male,Wholesale trade,104893
2021,IN,Male,Wholesale trade,48908
2021,KS,Male,Wholesale trade,25082
2021,KY,Male,Wholesale trade,29592
2021,LA,Male,Wholesale trade,33454
2021,MA,Male,Wholesale trade,44757
2021,MD,Male,Wholesale trade,33633
2021,ME,Male,Wholesale trade,8703
2021,MI,Male,Wholesale trade,65931
2021,MN,Male,Wholesale trade,51784
2021,MO,Male,Wholesale trade,47893
2021,MS,Male,Wholesale trade,18175
2021,MT,Male,Wholesale trade,7138
2021,NC,Male,Wholesale trade,70571
2021,ND,Male,Wholesale trade,8723
2021,NE,Male,Wholesale trade,17206
2021,NH,Male,Wholesale trade,11323
2021,NJ,Male,Wholesale trade,81773
2021,NM,Male,Wholesale trade,9238
2021,NV,Male,Wholesale trade,17093
2021,NY,Male,Wholesale trade,117976
2021,OH,Male,Wholesale trade,87147
2021,OK,Male,Wholesale trade,28046
2021,OR,Male,Wholesale trade,32509
2021,PA,Male,Wholesale trade,98235
2021,PR,Male,Wholesale trade,18514
2021,RI,Male,Wholesale trade,7239
2021,SC,Male,Wholesale trade,32138
2021,SD,Male,Wholesale trade,8108
2021,TN,Male,Wholesale trade,48253
2021,TX,Male,Wholesale trade,228440
2021,UT,Male,Wholesale trade,23397
2021,VA,Male,Wholesale trade,43877
2021,VT,Male,Wholesale trade,3851
2021,WA,Male,Wholesale trade,58036
2021,WI,Male,Wholesale trade,49688
2021,WV,Male,Wholesale trade,10271
2021,WY,Male,Wholesale trade,3256
2019,AK,Male,Retail trade,13468
2019,AL,Male,Retail trade,82065
2019,AR,Male,Retail trade,66150
2019,AZ,Male,Retail trade,135017
2019,CA,Male,Retail trade,684952
2019,CO,Male,Retail trade,112727
2019,CT,Male,Retail trade,63252
2019,DC,Male,Retail trade,5374
2019,DE,Male,Retail trade,17673
2019,FL,Male,Retail trade,417462
2019,GA,Male,Retail trade,188642
2019,HI,Male,Retail trade,23065
2019,IA,Male,Retail trade,60288
2019,ID,Male,Retail trade,34914
2019,IL,Male,Retail trade,218191
2019,IN,Male,Retail trade,113250
2019,KS,Male,Retail trade,51599
2019,KY,Male,Retail trade,75091
2019,LA,Male,Retail trade,75187
2019,MA,Male,Retail trade,122607
2019,MD,Male,Retail trade,96757
2019,ME,Male,Retail trade,29313
2019,MI,Male,Retail trade,157303
2019,MN,Male,Retail trade,107758
2019,MO,Male,Retail trade,116052
2019,MS,Male,Retail trade,48807
2019,MT,Male,Retail trade,22780
2019,NC,Male,Retail trade,182372
2019,ND,Male,Retail trade,16232
2019,NE,Male,Retail trade,37581
2019,NH,Male,Retail trade,31052
2019,NJ,Male,Retail trade,167716
2019,NM,Male,Retail trade,35369
2019,NV,Male,Retail trade,54396
2019,NY,Male,Retail trade,335840
2019,OH,Male,Retail trade,209463
2019,OK,Male,Retail trade,71980
2019,OR,Male,Retail trade,79829
2019,PA,Male,Retail trade,229306
2019,PR,Male,Retail trade,40976
2019,RI,Male,Retail trade,21671
2019,SC,Male,Retail trade,86397
2019,SD,Male,Retail trade,17522
2019,TN,Male,Retail trade,123225
2019,TX,Male,Retail trade,541873
2019,UT,Male,Retail trade,61936
2019,VA,Male,Retail trade,141506
2019,VT,Male,Retail trade,12629
2019,WA,Male,Retail trade,150231
2019,WI,Male,Retail trade,106450
2019,WV,Male,Retail trade,32504
2019,WY,Male,Retail trade,9492
2020,AK,Male,Retail trade,12975
2020,AL,Male,Retail trade,83529
2020,AR,Male,Retail trade,65675
2020,AZ,Male,Retail trade,137879
2020,CA,Male,Retail trade,679979
2020,CO,Male,Retail trade,112954
2020,CT,Male,Retail trade,62045
2020,DC,Male,Retail trade,5256
2020,DE,Male,Retail trade,17814
2020,FL,Male,Retail trade,420250
2020,GA,Male,Retail trade,188657
2020,HI,Male,Retail trade,22288
2020,IA,Male,Retail trade,60320
2020,ID,Male,Retail trade,34789
2020,IL,Male,Retail trade,217059
2020,IN,Male,Retail trade,114578
2020,KS,Male,Retail trade,52369
2020,KY,Male,Retail trade,77570
2020,LA,Male,Retail trade,74271
2020,MA,Male,Retail trade,120362
2020,MD,Male,Retail trade,95289
2020,ME,Male,Retail trade,29153
2020,MI,Male,Retail trade,156594
2020,MN,Male,Retail trade,107930
2020,MO,Male,Retail trade,114644
2020,MS,Male,Retail trade,49929
2020,MT,Male,Retail trade,24169
2020,NC,Male,Retail trade,184672
2020,ND,Male,Retail trade,16486
2020,NE,Male,Retail trade,37210
2020,NH,Male,Retail trade,30256
2020,NJ,Male,Retail trade,165003
2020,NM,Male,Retail trade,35574
2020,NV,Male,Retail trade,56983
2020,NY,Male,Retail trade,321217
2020,OH,Male,Retail trade,207795
2020,OK,Male,Retail trade,71959
2020,OR,Male,Retail trade,83450
2020,PA,Male,Retail trade,225211
2020,PR,Male,Retail trade,40107
2020,RI,Male,Retail trade,21117
2020,SC,Male,Retail trade,86288
2020,SD,Male,Retail trade,18085
2020,TN,Male,Retail trade,125349
2020,TX,Male,Retail trade,549633
2020,UT,Male,Retail trade,63337
2020,VA,Male,Retail trade,138618
2020,VT,Male,Retail trade,12770
2020,WA,Male,Retail trade,152360
2020,WI,Male,Retail trade,105990
2020,WV,Male,Retail trade,32733
2020,WY,Male,Retail trade,9990
2021,AK,Male,Retail trade,12804
2021,AL,Male,Retail trade,88496
2021,AR,Male,Retail trade,65798
2021,AZ,Male,Retail trade,139601
2021,CA,Male,Retail trade,672398
2021,CO,Male,Retail trade,113055
2021,CT,Male,Retail trade,63851
2021,DC,Male,Retail trade,5080
2021,DE,Male,Retail trade,18752
2021,FL,Male,Retail trade,422206
2021,GA,Male,Retail trade,190041
2021,HI,Male,Retail trade,22528
2021,IA,Male,Retail trade,61878
2021,ID,Male,Retail trade,34393
2021,IL,Male,Retail trade,219426
2021,IN,Male,Retail trade,117537
2021,KS,Male,Retail trade,52895
2021,KY,Male,Retail trade,80228
2021,LA,Male,Retail trade,75601
2021,MA,Male,Retail trade,124283
2021,MD,Male,Retail trade,96340
2021,ME,Male,Retail trade,28863
2021,MI,Male,Retail trade,159615
2021,MN,Male,Retail trade,108124
2021,MO,Male,Retail trade,115247
2021,MS,Male,Retail trade,48895
2021,MT,Male,Retail trade,23950
2021,NC,Male,Retail trade,183051
